timestamp,side,quantity,price,calculated_amount,fee,PnL,Cumulative_PnL
2024-03-09 01:14:00,0,0.0938,94418000,8856408.4,4428.2,8851980.200000001,20395724.60451003
2024-03-09 01:14:00,0,0.00346245,94342000,326654.45790000004,163.32,326491.13790000003,20722215.74241003
2024-03-09 01:14:00,0,0.05243079,94340000,4946320.7286,2473.16,4943847.5686,25666063.31101003
2024-03-09 01:14:00,0,0.11935607,94340000,11260051.6438,5630.02,11254421.6238,36920484.93481003
2024-03-09 01:14:00,0,0.03036489,94340000,2864623.7226,1432.31,2863191.4126,39783676.34741003
2024-03-09 01:14:00,0,0.00032216,94272000,30370.66752,15.18,30355.48752,39814031.83493003
2024-03-09 01:14:00,1,0.1394,94726000,13204804.4,6602.4,-13211406.8,26602625.03493003
2024-03-09 01:14:00,0,0.00027904,94340000,26324.633599999997,13.16,26311.473599999998,26628936.508530032
2024-03-09 01:15:00,1,0.02346269,94497000,2217153.81693,1108.57,-2218262.38693,24410674.12160003
2024-03-09 01:15:00,1,0.0755,94490000,7133995.0,3566.99,-7137561.99,17273112.13160003
2024-03-09 01:15:00,1,0.00171205,94545000,161865.76725,80.93,-161946.69725,17111165.43435003
2024-03-09 01:15:00,1,0.01805514,94545000,1707023.2113,853.51,-1707876.7213,15403288.713050028
2024-03-09 01:15:00,1,0.01058201,94497000,999968.1989699999,499.98,-1000468.1789699999,14402820.534080029
2024-03-09 01:15:00,1,0.0548,94545000,5181066.0,2590.53,-5183656.53,9219164.004080027
2024-03-09 01:15:00,1,0.00412168,94497000,389486.39496,194.74,-389681.13496,8829482.869120028
2024-03-09 01:15:00,1,0.02153377,94497000,2034876.66369,1017.43,-2035894.09369,6793588.775430027
2024-03-09 01:15:00,1,0.00058735,94497000,55502.81295000001,27.75,-55530.56295000001,6738058.212480027
2024-03-09 01:15:00,1,0.05698303,94497000,5384725.38591,2692.36,-5387417.74591,1350640.4665700272
2024-03-09 01:15:00,1,0.00027417,94497000,25908.24249,12.95,-25921.19249,1324719.2740800271
2024-03-09 01:15:00,1,0.0324553,94497000,3066928.4841,1533.46,-3068461.9441,-1743742.6700199728
2024-03-09 01:16:00,0,5.724e-05,94390000,5402.8836,2.7,5400.1836,-1738342.4864199727
2024-03-09 01:16:00,0,0.14994276,94390000,14153097.116400002,7076.54,14146020.576400002,12407678.08998003
2024-03-09 01:16:00,1,0.01055676,94726000,999999.64776,499.99,-1000499.63776,11407178.45222003
2024-03-09 01:16:00,1,0.00021113,94726000,19999.500379999998,9.99,-20009.49038,11387168.96184003
2024-03-09 01:16:00,1,0.00105567,94726000,99999.39642,49.99,-100049.38642000001,11287119.57542003
2024-03-09 01:16:00,1,0.006499800000000001,94724000,615687.0552000001,307.84,-615994.8952,10671124.68022003
2024-03-09 01:16:00,1,0.13160020000000003,94724000,12465697.344800003,6232.84,-12471930.184800003,-1800805.5045799725
2024-03-09 01:16:00,0,0.15,94815000,14222250.0,7111.12,14215138.88,12414333.375420028
2024-03-09 01:17:00,1,0.13219205,94894000,12544232.3927,6272.11,-12550504.5027,-136171.1272799708
2024-03-09 01:17:00,1,0.00020515,94894000,19467.5041,9.73,-19477.234099999998,-155648.3613799708
2024-03-09 01:17:00,1,0.0176028,94894000,1670400.1031999998,835.2,-1671235.3031999997,-1826883.6645799705
2024-03-09 01:19:00,0,5.486e-05,94842000,5203.03212,2.6,5200.4321199999995,-1821683.2324599705
2024-03-09 01:19:00,0,0.08035902,94850000,7622053.047,3811.02,7618242.027000001,5796558.79454003
2024-03-09 01:19:00,0,0.02598479,94851000,2464683.31629,1232.34,2463450.97629,8260009.77083003
2024-03-09 01:19:00,0,0.15,94893000,14233950.0,7116.97,14226833.03,22486842.80083003
2024-03-09 01:19:00,1,0.10259004,95005000,9746566.7502,4873.28,-9751440.030199999,12735402.77063003
2024-03-09 01:20:00,1,0.00183787,95186000,174939.49382,87.46,-175026.95382,12560375.81681003
2024-03-09 01:20:00,1,5.836e-05,95174000,5554.35464,2.77,-5557.12464,12554818.692170031
2024-03-09 01:20:00,1,0.00077893,95174000,74133.88382,37.06,-74170.94382,12480647.748350032
2024-03-09 01:20:00,0,0.00044724,95057000,42513.29268,21.25,42492.04268,12523139.791030033
2024-03-09 01:20:00,0,0.12575276,95057000,11953680.10732,5976.84,11947703.26732,24470843.058350034
2024-03-09 01:20:00,0,0.0238,95057000,2262356.6,1131.17,2261225.43,26732068.488350034
2024-03-09 01:20:00,1,0.05447611,95178000,5184927.19758,2592.46,-5187519.65758,21544548.830770034
2024-03-09 01:20:00,0,0.00052667,95055000,50062.616850000006,25.03,50037.58685000001,21594586.417620033
2024-03-09 01:20:00,1,0.005,95061000,475305.0,237.65,-475542.65,21119043.767620035
2024-03-09 01:20:00,0,0.044511199999999994,95051000,4230834.071199999,2115.41,4228718.661199999,25347762.428820033
2024-03-09 01:20:00,0,0.005,95051000,475255.0,237.62,475017.38,25822779.80882003
2024-03-09 01:20:00,0,0.00915042,95051000,869756.5714199999,434.87,869321.7014199999,26692101.510240033
2024-03-09 01:20:00,0,0.0012,95050000,114059.99999999999,57.03,114002.96999999999,26806104.480240032
2024-03-09 01:20:00,0,0.03951458,95050000,3755860.829,1877.93,3753982.8989999997,30560087.379240032
2024-03-09 01:20:00,1,0.003,95193000,285579.0,142.78,-285721.78,30274365.59924003
2024-03-09 01:20:00,1,0.14584535,95223000,13887831.763050001,6943.91,-13894775.673050001,16379589.92619003
2024-03-09 01:20:00,0,0.00026297,95051000,24995.56147,12.49,24983.07147,16404572.99766003
2024-03-09 01:21:00,1,0.00782209,95028000,743317.56852,371.65,-743689.21852,15660883.77914003
2024-03-09 01:21:00,1,0.0992547,95029000,9432074.8863,4716.03,-9436790.916299999,6224092.86284003
2024-03-09 01:21:00,1,0.0025,95029000,237572.5,118.78,-237691.28,5986401.58284003
2024-03-09 01:22:00,0,0.00096926,95170000,92244.4742,46.12,92198.3542,6078599.93704003
2024-03-09 01:24:00,0,0.01,95550000,955500.0,477.75,955022.25,7033622.18704003
2024-03-09 01:24:00,0,0.01626679,95507000,1553592.31253,776.79,1552815.52253,8586437.70957003
2024-03-09 01:24:00,0,0.02068143,95507000,1975221.33501,987.61,1974233.72501,10560671.43458003
2024-03-09 01:24:00,0,0.00523851,95507000,500314.37457,250.15,500064.22456999996,11060735.65915003
2024-03-09 01:24:00,0,0.00507587,95550000,484999.3785,242.49,484756.8885,11545492.54765003
2024-03-09 01:25:00,1,0.00455772,95378000,434706.21816000005,217.35,-434923.56816,11110568.97949003
2024-03-09 01:25:00,1,0.03714228,95378000,3542556.38184,1771.27,-3544327.65184,7566241.327650031
2024-03-09 01:25:00,1,0.04905719,95392000,4679663.46848,2339.83,-4682003.29848,2884238.0291700307
2024-03-09 01:25:00,1,0.0509,95392000,4855452.8,2427.72,-4857880.52,-1973642.4908299688
2024-03-09 01:26:00,0,0.15,95016000,14252400.0,7126.2,14245273.8,12271631.309170032
2024-03-09 01:26:00,0,0.15,95015000,14252250.0,7126.12,14245123.88,26516755.189170033
2024-03-09 01:29:00,1,0.00060932,94997000,57883.57204,28.94,-57912.51204,26458842.677130032
2024-03-09 01:29:00,0,0.0006,94902000,56941.2,28.47,56912.729999999996,26515755.407130033
2024-03-09 01:29:00,0,0.0006,94903000,56941.799999999996,28.47,56913.329999999994,26572668.73713003
2024-03-09 01:29:00,0,0.0006,94904000,56942.399999999994,28.47,56913.92999999999,26629582.66713003
2024-03-09 01:30:00,1,0.1184715,95152000,11272800.168,5636.4,-11278436.568,15351146.09913003
2024-03-09 01:30:00,1,0.15,95154000,14273100.0,7136.55,-14280236.55,1070909.54913003
2024-03-09 01:30:00,1,0.0315285,95152000,2999999.832,1499.99,-3001499.822,-1930590.2728699702
2024-03-09 01:31:00,0,0.00104254,95110000,99155.9794,49.57,99106.40939999999,-1831483.8634699702
2024-03-09 01:31:00,0,0.00530839,95111000,504886.28128999996,252.44,504633.84128999995,-1326850.0221799703
2024-03-09 01:31:00,0,0.0092,95112000,875030.4,437.51,874592.89,-452257.1321799703
2024-03-09 01:31:00,0,0.04029236,95113000,3832327.23668,1916.16,3830411.07668,3378153.9445000296
2024-03-09 01:31:00,0,0.15,95114000,14267100.0,7133.55,14259966.45,17638120.39450003
2024-03-09 01:33:00,0,0.00102064,94924000,96883.23135999999,48.44,96834.79135999999,17734955.185860027
2024-03-09 01:33:00,0,0.08162697,94924000,7748358.500279999,3874.17,7744484.330279999,25479439.516140025
2024-03-09 01:33:00,0,0.01035239,94924000,982690.26836,491.34,982198.92836,26461638.444500025
2024-03-09 01:37:00,1,0.10485222,95276000,9989900.11272,4994.95,-9994895.062719999,16466743.381780026
2024-03-09 01:37:00,1,0.01580922,95276000,1506239.2447199998,753.11,-1506992.35472,14959751.027060026
2024-03-09 01:37:00,1,0.00010495,95276000,9999.2162,4.99,-10004.2062,14949746.820860026
2024-03-09 01:38:00,1,0.02756179,95161000,2622807.4981899997,1311.4,-2624118.8981899996,12325627.922670027
2024-03-09 01:38:00,1,0.00569977,95161000,542395.81297,271.19,-542667.0029699999,11782960.919700027
2024-03-09 01:38:00,1,0.11673844,95161000,11108946.68884,5554.47,-11114501.15884,668459.7608600259
2024-03-09 01:40:00,1,0.00104947,95286000,99999.79842,49.99,-100049.78842000001,568409.9724400259
2024-03-09 01:40:00,1,0.02825053,95286000,2691880.00158,1345.94,-2693225.94158,-2124815.969139974
2024-03-09 01:44:00,0,0.01353862,95301000,1290244.02462,645.12,1289598.90462,-835217.0645199742
2024-03-09 01:44:00,0,0.0092,95301000,876769.2,438.38,876330.82,41113.75548002578
2024-03-09 01:45:00,1,0.01,95592000,955920.0,477.96,-956397.96,-915284.2045199742
2024-03-09 01:45:00,0,0.01,95421000,954210.0,477.1,953732.9,38448.69548002584
2024-03-09 01:45:00,1,0.01632406,95391000,1557168.4074600001,778.58,-1557946.9874600002,-1519498.2919799744
2024-03-09 01:45:00,1,0.00130045,95391000,124051.22595000001,62.02,-124113.24595000001,-1643611.5379299745
2024-03-09 01:45:00,1,0.00507549,95391000,484156.06659,242.07,-484398.13659,-2128009.6745199747
2024-03-09 01:46:00,0,0.15,95724000,14358600.0,7179.3,14351420.7,12223411.025480025
2024-03-09 01:47:00,1,0.02782039,95783000,2664720.41537,1332.36,-2666052.77537,9557358.250110025
2024-03-09 01:47:00,1,0.01044026,95783000,999999.42358,499.99,-1000499.4135799999,8556858.836530024
2024-03-09 01:47:00,0,0.04173577,95603000,3990064.8193099997,1995.03,3988069.78931,12544928.625840023
2024-03-09 01:47:00,0,0.00959843,95603000,917638.70329,458.81,917179.8932899999,13462108.519130023
2024-03-09 01:47:00,1,0.0053,95878000,508153.4,254.07,-508407.47000000003,12953701.049130023
2024-03-09 01:47:00,0,0.02081393,95603000,1989874.1497900002,994.93,1988879.2197900002,14942580.268920023
2024-03-09 01:48:00,1,0.0779,95872000,7468428.8,3734.21,-7472163.01,7470417.258920023
2024-03-09 01:48:00,1,0.07202826,95872000,6905493.34272,3452.74,-6908946.08272,561471.1762000229
2024-03-09 01:50:00,1,0.0287,96124000,2758758.8,1379.37,-2760138.17,-2198666.993799977
2024-03-09 01:51:00,0,0.06544442,96028000,6284496.7637600005,3142.24,6281354.52376,4082687.5299600232
2024-03-09 01:51:00,0,0.00237013,96030000,227603.58389999997,113.8,227489.78389999998,4310177.313860023
2024-03-09 01:51:00,0,0.001,96030000,96030.0,48.01,95981.99,4406159.303860024
2024-03-09 01:52:00,1,0.0688,96099000,6611611.2,3305.8,-6614917.0,-2208757.6961399764
2024-03-09 01:54:00,0,0.00800784,95811000,767239.15824,383.61,766855.54824,-1441902.1478999765
2024-03-09 01:54:00,0,0.15,95809000,14371350.0,7185.67,14364164.33,12922262.182100024
2024-03-09 01:54:00,0,0.15,95817000,14372550.0,7186.27,14365363.73,27287625.912100025
2024-03-09 01:57:00,1,0.002,95889000,191778.0,95.88,-191873.88,27095752.032100026
2024-03-09 02:03:00,1,0.0054,95996000,518378.4,259.18,-518637.58,26577114.452100027
2024-03-09 02:03:00,1,0.00104171,95996000,99999.99316,49.99,-100049.98316,26477064.468940027
2024-03-09 02:03:00,1,0.00104081,95996000,99913.59676000001,49.95,-99963.54676000001,26377100.922180027
2024-03-09 02:03:00,1,0.0031,95996000,297587.6,148.79,-297736.38999999996,26079364.532180026
2024-03-09 02:04:00,1,0.012,96055000,1152660.0,576.33,-1153236.33,24926128.202180028
2024-03-09 02:04:00,1,0.01038,96028000,996770.64,498.38,-997269.02,23928859.18218003
2024-03-09 02:04:00,1,0.00104104,96055000,99997.0972,49.99,-100047.08720000001,23828812.094980028
2024-03-09 02:04:00,1,0.00360642,96054000,346411.06668,173.2,-346584.26668,23482227.82830003
2024-03-09 02:04:00,1,0.00415266,96054000,398879.60364,199.43,-399079.03364,23083148.794660028
2024-03-09 02:04:00,1,0.00410904,96054000,394689.72815999994,197.34,-394887.06815999997,22688261.726500027
2024-03-09 02:04:00,1,0.0275,96057000,2641567.5,1320.78,-2642888.28,20045373.446500026
2024-03-09 02:04:00,1,0.00351875,96054000,337990.0125,168.99,-338159.0025,19707214.444000024
2024-03-09 02:04:00,1,0.0022,96057000,211325.40000000002,105.66,-211431.06000000003,19495783.384000026
2024-03-09 02:04:00,1,0.00727823,96057000,699124.93911,349.56,-699474.4991100001,18796308.884890027
2024-03-09 02:04:00,1,0.0059,96057000,566736.2999999999,283.36,-567019.6599999999,18229289.224890027
2024-03-09 02:04:00,1,0.0002082,96057000,19999.0674,9.99,-20009.0574,18209280.167490028
2024-03-09 02:04:00,1,0.00137236,95994000,131738.32584,65.86,-131804.18584,18077475.98165003
2024-03-09 02:04:00,1,5.123e-05,95990000,4917.5677000000005,2.45,-4920.0177,18072555.963950027
2024-03-09 02:04:00,1,0.14994877,95990000,14393582.432300001,7196.79,-14400779.2223,3671776.7416500263
2024-03-09 02:04:00,1,0.0073,96057000,701216.1,350.6,-701566.7,2970210.041650026
2024-03-09 02:04:00,1,0.00135298,96054000,129959.14091999999,64.97,-130024.11091999999,2840185.930730026
2024-03-09 02:04:00,1,0.05346015,96054000,5135061.2480999995,2567.53,-5137628.7781,-2297442.8473699735
2024-03-09 02:06:00,0,0.0010473,96149000,100696.8477,50.34,100646.5077,-2196796.3396699736
2024-03-09 02:06:00,0,0.00170975,96149000,164390.75274999999,82.19,164308.56274999998,-2032487.7769199735
2024-03-09 02:06:00,0,0.03392573,96149000,3261925.01377,1630.96,3260294.05377,1227806.2768500266
2024-03-09 02:06:00,0,0.01306284,96149000,1255979.0031599998,627.98,1255351.0231599999,2483157.3000100264
2024-03-09 02:08:00,1,0.0076,96063000,730078.8,365.03,-730443.8300000001,1752713.4700100264
2024-03-09 02:08:00,0,0.00320964,96003000,308135.06892,154.06,307981.00892,2060694.4789300263
2024-03-09 02:08:00,1,0.00103994,96159000,99999.59046,49.99,-100049.58046000001,1960644.8984700262
2024-03-09 02:08:00,1,0.00100615,96129000,96720.19334999999,48.36,-96768.55334999999,1863876.3451200263
2024-03-09 02:08:00,1,0.00741334,96129000,712636.96086,356.31,-712993.27086,1150883.0742600262
2024-03-09 02:08:00,1,0.09868051,96129000,9486058.74579,4743.02,-9490801.765789999,-8339918.6915299725
2024-03-09 02:08:00,0,0.06274516,96003000,6023723.59548,3011.86,6020711.735479999,-2319206.956049973
2024-03-09 02:10:00,0,0.00871266,95878000,835352.4154800001,417.67,834934.74548,-1484272.210569973
2024-03-09 02:10:00,0,0.09369759,95879000,8983631.23161,4491.81,8979139.42161,7494867.2110400265
2024-03-09 02:10:00,0,0.00567205,95882000,543847.4981,271.92,543575.5780999999,8038442.789140026
2024-03-09 02:10:00,0,0.00638732,95882000,612429.01624,306.21,612122.8062400001,8650565.595380027
2024-03-09 02:14:00,1,0.00104361,95820000,99998.71019999999,49.99,-100048.70019999999,8550516.895180026
2024-03-09 02:14:00,1,8.445e-05,95820000,8091.999000000001,4.04,-8096.039000000001,8542420.856180025
2024-03-09 02:14:00,1,0.00027438,95820000,26291.0916,13.14,-26304.2316,8516116.624580026
2024-03-09 02:14:00,1,0.00765804,95850000,734023.134,367.01,-734390.144,7781726.480580025
2024-03-09 02:15:00,0,0.09916462,95850000,9504928.827,4752.46,9500176.366999999,17281902.847580023
2024-03-09 02:18:00,1,0.02454567,95933000,2354739.7601099997,1177.36,-2355917.1201099996,14925985.727470024
2024-03-09 02:18:00,1,0.05213601,95933000,5001563.84733,2500.78,-5004064.6273300005,9921921.100140024
2024-03-09 02:18:00,1,0.015,95856000,1437840.0,718.92,-1438558.92,8483362.180140024
2024-03-09 02:18:00,1,0.01,95856000,958560.0,479.28,-959039.28,7524322.900140024
2024-03-09 02:26:00,0,9.755e-05,95879000,9352.99645,4.67,9348.32645,7533671.226590023
2024-03-09 02:26:00,0,0.00041719999999999995,95879000,40000.718799999995,20.0,39980.718799999995,7573651.945390023
2024-03-09 02:26:00,0,0.00022739,95879000,21801.92581,10.9,21791.02581,7595442.971200023
2024-03-09 02:27:00,1,0.1036,95985000,9944046.0,4972.02,-9949018.02,-2353575.0487999767
2024-03-09 02:39:00,0,0.02916384,96234000,2806552.97856,1403.27,2805149.70856,451574.65976002347
2024-03-09 02:39:00,0,0.01383654,96234000,1331545.59036,665.77,1330879.82036,1782454.4801200235
2024-03-09 02:39:00,0,0.00714722,96234000,687805.5694800001,343.9,687461.66948,2469916.1496000234
2024-03-09 02:39:00,0,0.01957483,96234000,1883764.1902200002,941.88,1882822.3102200003,4352738.459820024
2024-03-09 02:39:00,0,0.00058898,96234000,56679.901320000004,28.33,56651.57132,4409390.031140024
2024-03-09 02:39:00,0,0.00984421,96234000,947347.7051400001,473.67,946874.03514,5356264.066280024
2024-03-09 02:39:00,0,0.010415700000000002,96234000,1002344.4738000002,501.17,1001843.3038000001,6358107.370080024
2024-03-09 02:39:00,0,0.0009664,96234000,93000.5376,46.5,92954.0376,6451061.407680024
2024-03-09 02:39:00,0,0.00853167,96234000,821036.73078,410.51,820626.22078,7271687.6284600245
2024-03-09 02:39:00,0,0.04993061,96234000,4805022.32274,2402.51,4802619.81274,12074307.441200025
2024-03-09 02:42:00,1,0.06058527,96253000,5831513.99331,2915.75,-5834429.74331,6239877.697890026
2024-03-09 02:42:00,1,0.0556,96253000,5351666.8,2675.83,-5354342.63,885535.0678900257
2024-03-09 02:42:00,1,0.00222127,96253000,213803.90131000002,106.9,-213910.80131,671624.2665800257
2024-03-09 02:42:00,1,0.0064,96248000,615987.2000000001,307.99,-616295.1900000001,55329.076580025605
2024-03-09 02:42:00,1,0.0026,96248000,250244.8,125.12,-250369.91999999998,-195040.84341997438
2024-03-09 02:43:00,1,0.02077835,96288000,2000705.7648,1000.35,-2001706.1148,-2196746.9582199743
2024-03-09 02:43:00,1,0.00172165,96288000,165774.2352,82.88,-165857.1152,-2362604.073419974
2024-03-09 02:45:00,0,0.06202954,96214000,5968110.16156,2984.05,5965126.11156,3602522.038140026
2024-03-09 02:47:00,1,0.0622,96485000,6001367.0,3000.68,-6004367.68,-2401845.641859974
2024-03-09 02:52:00,0,0.10720675,96301000,10324117.23175,5162.05,10318955.18175,7917109.539890026
2024-03-09 02:52:00,0,0.0082411,96358000,794095.9138,397.04,793698.8738,8710808.413690025
2024-03-09 02:52:00,1,0.018719,96470000,1805821.93,902.91,-1806724.8399999999,6904083.573690025
2024-03-09 02:55:00,0,0.01833039,96518000,1769212.5820199999,884.6,1768327.9820199998,8672411.555710025
2024-03-09 02:56:00,1,0.00383126,96549000,369904.32174,184.95,-370089.27174,8302322.283970025
2024-03-09 02:56:00,1,5.427e-05,96549000,5239.7142300000005,2.61,-5242.32423,8297079.959740025
2024-03-09 02:56:00,1,0.01035078,96549000,999357.45822,499.67,-999857.1282200001,7297222.831520025
2024-03-09 02:57:00,1,0.00151014,96512000,145746.63168000002,72.87,-145819.50168000002,7151403.329840025
2024-03-09 02:57:00,1,0.09928986,96512000,9582662.968319999,4791.33,-9587454.29832,-2436050.968479974
2024-03-09 02:57:00,0,0.08862802,96299000,8534789.69798,4267.39,8530522.30798,6094471.339500025
2024-03-09 03:01:00,1,0.0886,96149000,8518801.4,4259.4,-8523060.8,-2428589.460499976
2024-03-09 03:01:00,0,0.02203118,96052000,2116138.90136,1058.06,2115080.84136,-313508.61913997587
2024-03-09 03:02:00,1,0.00200186,96196000,192570.92455999998,96.28,-192667.20455999998,-506175.82369997585
2024-03-09 03:09:00,1,0.0198,96202000,1904799.6,952.39,-1905751.99,-2411927.8136999756
2024-03-09 03:09:00,1,0.00020788,96208000,19999.71904,9.99,-20009.70904,-2431937.5227399757
2024-03-09 03:10:00,0,0.00283772,96213000,273025.55436,136.51,272889.04436,-2159048.4783799755
2024-03-09 03:14:00,1,0.00108025,96624000,104378.076,52.18,-104430.256,-2263478.7343799756
2024-03-09 03:14:00,1,0.00171975,96624000,166169.12399999998,83.08,-166252.20399999997,-2429730.9383799755
2024-03-09 03:18:00,0,0.00207872,96348000,200280.51456,100.14,200180.37456,-2229550.5638199756
2024-03-09 03:19:00,1,0.0021,96436000,202515.59999999998,101.25,-202616.84999999998,-2432167.4138199757
2024-03-09 03:36:00,0,0.00311357,96249000,299677.99893,149.83,299528.16893,-2132639.2448899755
2024-03-09 03:36:00,0,0.00732303,96249000,704834.31447,352.41,704481.90447,-1428157.3404199756
2024-03-09 03:36:00,1,0.00126051,96368000,121472.82768,60.73,-121533.55768,-1549690.8980999757
2024-03-09 03:38:00,1,0.0092,96322000,886162.4,443.08,-886605.48,-2436296.3780999756
2024-03-09 04:23:00,1,0.15,96348000,14452200.0,7226.1,-14459426.1,-16895722.478099976
2024-03-09 04:23:00,0,0.15,96243000,14436450.0,7218.22,14429231.78,-2466490.6980999764
2024-03-09 04:24:00,0,0.00396024,96119000,380654.30856000003,190.32,380463.98856,-2086026.7095399764
2024-03-09 04:24:00,1,0.004,96280000,385120.0,192.56,-385312.56,-2471339.2695399765
2024-03-09 04:24:00,0,0.04358026,96144000,4189980.51744,2094.99,4187885.52744,1716546.2579000234
2024-03-09 04:25:00,0,0.00620716,96235000,597346.0425999999,298.67,597047.3725999999,2313593.6305000233
2024-03-09 04:25:00,0,0.12080256,96303000,11633648.93568,5816.82,11627832.11568,13941425.746180024
2024-03-09 04:25:00,1,0.01039036,96243000,999999.41748,499.99,-1000499.4074799999,12940926.338700024
2024-03-09 04:25:00,1,0.0952,96243000,9162333.600000001,4581.16,-9166914.760000002,3774011.578700023
2024-03-09 04:29:00,1,0.03108582,96502000,2999843.80164,1499.92,-3001343.72164,772667.8570600227
2024-03-09 04:29:00,1,0.00914584,96502000,882591.8516800001,441.29,-883033.1416800001,-110365.28461997746
2024-03-09 04:29:00,1,0.00351228,96502000,338942.04456,169.47,-339111.51456,-449476.79917997745
2024-03-09 04:29:00,1,0.00170516,96502000,164551.35032,82.27,-164633.62032,-614110.4194999775
2024-03-09 04:29:00,1,0.00021064,96502000,20327.18128,10.16,-20337.34128,-634447.7607799775
2024-03-09 04:29:00,1,0.00315969,96502000,304916.40438,152.45,-305068.85438000003,-939516.6151599776
2024-03-09 04:29:00,1,0.00260867,96502000,251741.87234,125.87,-251867.74234,-1191384.3574999776
2024-03-09 04:29:00,1,0.00320996,96502000,309767.55991999997,154.88,-309922.43992,-1501306.7974199776
2024-03-09 04:29:00,1,0.01036194,96502000,999947.93388,499.97,-1000447.90388,-2501754.7012999775
2024-03-09 04:33:00,0,0.00010429,96415000,10055.120350000001,5.02,10050.10035,-2491704.6009499775
2024-03-09 04:34:00,0,0.01546261,96403000,1490641.99183,745.32,1489896.67183,-1001807.9291199776
2024-03-09 04:34:00,1,0.0155,96512000,1495936.0,747.96,-1496683.96,-2498491.8891199776
2024-03-09 04:59:00,0,0.01306991,96900000,1266474.279,633.23,1265841.049,-1232650.8401199775
2024-03-09 05:04:00,0,0.15777269,97276000,15347496.19244,7673.74,15339822.45244,14107171.61232002
2024-03-09 05:04:00,0,0.10282883,97276000,10002777.26708,5001.38,9997775.887079999,24104947.49940002
2024-03-09 05:05:00,1,0.00087299,97340000,84976.8466,42.48,-85019.3266,24019928.17280002
2024-03-09 05:05:00,1,0.00191065,97349000,185999.86685000002,92.99,-186092.85685,23833835.31595002
2024-03-09 05:05:00,1,0.00514031,97351000,500414.31881,250.2,-500664.51881000004,23333170.79714002
2024-03-09 05:05:00,1,0.02996558,97328000,2916489.9702399997,1458.24,-2917948.21024,20415222.586900022
2024-03-09 05:05:00,1,0.102,97328000,9927456.0,4963.72,-9932419.72,10482802.866900021
2024-03-09 05:06:00,1,0.00020559,97277000,19999.17843,9.99,-20009.16843,10462793.69847002
2024-03-09 05:06:00,1,0.13359441,97277000,12995663.42157,6497.83,-13002161.25157,-2539367.5530999787
2024-03-09 05:06:00,0,0.04200502,96820000,4066926.0363999996,2033.46,4064892.5763999997,1525525.023300021
2024-03-09 05:06:00,0,0.09817235,96821000,9505145.09935,4752.57,9500392.52935,11025917.55265002
2024-03-09 05:08:00,1,0.00020572,97215000,19999.0698,9.99,-20009.059800000003,11005908.492850019
2024-03-09 05:08:00,0,0.01919617,97057000,1863122.6716899998,931.56,1862191.1116899997,12868099.604540018
2024-03-09 05:08:00,0,0.00515188,97057000,500026.01716,250.01,499776.00716,13367875.611700019
2024-03-09 05:08:00,1,0.00514994,97149000,500311.52106000006,250.15,-500561.6710600001,12867313.94064002
2024-03-09 05:08:00,1,0.10292089,97151000,9998867.38439,4999.43,-10003866.81439,2863447.1262500193
2024-03-09 05:08:00,0,0.09214882,97093000,8947005.38026,4473.5,8942531.88026,11805979.00651002
2024-03-09 05:08:00,1,0.1484,97183000,14421957.200000001,7210.97,-14429168.170000002,-2623189.1634899825
2024-03-09 05:13:00,0,0.15,97112000,14566800.0,7283.4,14559516.6,11936327.436510017
2024-03-09 05:13:00,0,0.15,97111000,14566650.0,7283.32,14559366.68,26495694.11651002
2024-03-09 05:17:00,1,0.01541909,97282000,1499999.91338,749.99,-1500749.90338,24994944.21313002
2024-03-09 05:17:00,1,0.04398023,97282000,4278484.73486,2139.24,-4280623.97486,20714320.23827002
2024-03-09 05:17:00,1,0.02055498,97282000,1999629.56436,999.81,-2000629.37436,18713690.86391002
2024-03-09 05:17:00,1,0.00513974,97281000,499999.04694000003,249.99,-500249.03694,18213441.82697002
2024-03-09 05:21:00,1,0.00175586,97296000,170838.15456,85.41,-170923.56456,18042518.26241002
2024-03-09 05:21:00,1,0.00102716,97351000,99995.05316000001,49.99,-100045.04316000002,17942473.21925002
2024-03-09 05:24:00,1,0.0102,97169000,991123.8,495.56,-991619.3600000001,16950853.85925002
2024-03-09 05:24:00,1,0.01790256,97169000,1739573.8526400002,869.78,-1740443.6326400002,15210410.22661002
2024-03-09 05:24:00,1,0.00257355,97169000,250069.27995,125.03,-250194.30995,14960215.91666002
2024-03-09 05:24:00,1,0.00153838,97169000,149482.84622,74.74,-149557.58622,14810658.33044002
2024-03-09 05:24:00,1,0.00515,97169000,500420.35000000003,250.21,-500670.56000000006,14309987.77044002
2024-03-09 05:24:00,1,0.04545277,97169000,4416600.20813,2208.3,-4418808.50813,9891179.26231002
2024-03-09 05:24:00,1,0.00514005,97169000,499453.51845000003,249.72,-499703.23845,9391476.02386002
2024-03-09 05:24:00,1,0.00211497,97140000,205448.18579999998,102.72,-205550.90579999998,9185925.11806002
2024-03-09 05:24:00,1,0.0012,97169000,116602.79999999999,58.3,-116661.09999999999,9069264.018060021
2024-03-09 05:27:00,1,0.01818369,97032000,1764399.8080799999,882.19,-1765281.9980799998,7303982.019980021
2024-03-09 05:27:00,1,0.0035,97032000,339612.0,169.8,-339781.8,6964200.219980021
2024-03-09 05:29:00,0,0.05897158,97063000,5723958.46954,2861.97,5721096.49954,12685296.719520021
