book-imbalance-0.2-5-1|mid_price|timestamp
-6344.783526033163|94270000.0|2024-04-25 00:00:04
-7660.037978217006|94269000.0|2024-04-25 00:00:09
-12121.773108616471|94268500.0|2024-04-25 00:00:14
-11239.130383640528|94268000.0|2024-04-25 00:00:19
-13006.094962492585|94245500.0|2024-04-25 00:00:24
-7405.197697877884|94245000.0|2024-04-25 00:00:29
-12968.438570424914|94242500.0|2024-04-25 00:00:34
-3568.843842923641|94209000.0|2024-04-25 00:00:39
-2228.592960059643|94199500.0|2024-04-25 00:00:44
-5611.539681509137|94199500.0|2024-04-25 00:00:49
-11384.790831491351|94187000.0|2024-04-25 00:00:54
-2957.7602515667677|94161500.0|2024-04-25 00:00:59
-5379.300975844264|94159000.0|2024-04-25 00:01:04
11439.1296402663|94139000.0|2024-04-25 00:01:09
21899.757483944297|94138500.0|2024-04-25 00:01:14
5731.369703158736|94152500.0|2024-04-25 00:01:19
2703.6134281903505|94152000.0|2024-04-25 00:01:24
11730.269918352365|94129000.0|2024-04-25 00:01:29
14902.780984655023|94129500.0|2024-04-25 00:01:34
11451.780469998717|94129500.0|2024-04-25 00:01:39
17780.86002163589|94129500.0|2024-04-25 00:01:44
17472.627386257052|94131000.0|2024-04-25 00:01:49
16191.691970139742|94131000.0|2024-04-25 00:01:54
16792.763102918863|94131500.0|2024-04-25 00:01:59
-3359.513548731804|94150500.0|2024-04-25 00:02:04
-1256.1536125391722|94132500.0|2024-04-25 00:02:09
4604.112523630261|94121500.0|2024-04-25 00:02:14
-21280.97020943463|94109500.0|2024-04-25 00:02:19
15524.42905689776|94038500.0|2024-04-25 00:02:24
3263.8805660158396|94080000.0|2024-04-25 00:02:29
36309.57738529146|94039000.0|2024-04-25 00:02:34
7185.2495792508125|94055000.0|2024-04-25 00:02:39
-5939.569755166769|94073500.0|2024-04-25 00:02:44
5461.242527514696|94041000.0|2024-04-25 00:02:49
-780.5457319915295|94039500.0|2024-04-25 00:02:54
-2745.062310010195|94039000.0|2024-04-25 00:02:59
-2454.5873232781887|94028000.0|2024-04-25 00:03:04
-4505.6285405159|94028500.0|2024-04-25 00:03:09
-10450.538431435823|94004000.0|2024-04-25 00:03:14
-2058.8341242820024|93993500.0|2024-04-25 00:03:19
2318.3193886876106|93993000.0|2024-04-25 00:03:24
6233.775059655309|93997000.0|2024-04-25 00:03:29
9968.867157578468|93994500.0|2024-04-25 00:03:34
32798.52466149628|93996500.0|2024-04-25 00:03:39
38806.090307325125|94010500.0|2024-04-25 00:03:44
5102.954289644957|94041000.0|2024-04-25 00:03:49
-12875.591929763556|94039500.0|2024-04-25 00:03:54
2969.6862233281136|94016500.0|2024-04-25 00:03:59
11579.66860602796|93992500.0|2024-04-25 00:04:04
12388.558506339788|93972500.0|2024-04-25 00:04:08
19266.078295648098|93972000.0|2024-04-25 00:04:13
14302.872786283493|93972000.0|2024-04-25 00:04:18
11297.474796146154|93972500.0|2024-04-25 00:04:23
9578.182007700205|93993500.0|2024-04-25 00:04:28
16496.533846229315|93973500.0|2024-04-25 00:04:33
5265.808445766568|93972500.0|2024-04-25 00:04:38
3094.997661679983|93972500.0|2024-04-25 00:04:43
6478.631556078792|93966000.0|2024-04-25 00:04:48
15766.77593651414|93973500.0|2024-04-25 00:04:53
25485.95492295921|93965000.0|2024-04-25 00:04:58
11237.170349553227|93982500.0|2024-04-25 00:05:03
6751.908530086279|93984500.0|2024-04-25 00:05:08
4607.057521596551|93982500.0|2024-04-25 00:05:13
33487.40480387211|93958000.0|2024-04-25 00:05:18
-2859.440489515662|94009500.0|2024-04-25 00:05:23
-1124.7656961530447|94009500.0|2024-04-25 00:05:28
-1484.167835623026|94009500.0|2024-04-25 00:05:33
-12940.870053946972|94004500.0|2024-04-25 00:05:39
-10897.57302801311|93997000.0|2024-04-25 00:05:44
-2785.978515550494|93978500.0|2024-04-25 00:05:49
1495.5602200180292|93957500.0|2024-04-25 00:05:54
-9692.027447387576|93942000.0|2024-04-25 00:05:59
5689.556719511747|93921500.0|2024-04-25 00:06:04
15686.636371031404|93932000.0|2024-04-25 00:06:09
20235.115539431572|93965500.0|2024-04-25 00:06:14
16309.84984715283|93977000.0|2024-04-25 00:06:19
-4207.866345748305|94005000.0|2024-04-25 00:06:23
373.48667603731155|93994000.0|2024-04-25 00:06:28
6312.34245197475|93993500.0|2024-04-25 00:06:33
-13109.744309082627|93993500.0|2024-04-25 00:06:38
-4383.381230607629|93962500.0|2024-04-25 00:06:43
-5424.608888596296|93973500.0|2024-04-25 00:06:48
-8207.298815116286|93988000.0|2024-04-25 00:06:53
-3030.7742145210505|93972000.0|2024-04-25 00:06:58
2684.217941477895|93972500.0|2024-04-25 00:07:03
4705.809860378504|93979000.0|2024-04-25 00:07:08
9446.457793489099|94000000.0|2024-04-25 00:07:13
3194.7631221711636|94004000.0|2024-04-25 00:07:18
2711.1150081455708|94004500.0|2024-04-25 00:07:23
363.0821923017502|93994000.0|2024-04-25 00:07:28
-3861.425731778145|93973500.0|2024-04-25 00:07:33
-13683.143849343061|93986000.0|2024-04-25 00:07:38
3177.868574395776|93965500.0|2024-04-25 00:07:43
2403.7746189534664|93954500.0|2024-04-25 00:07:48
-2975.9320658892393|93951000.0|2024-04-25 00:07:53
-40.09751696884632|93949500.0|2024-04-25 00:07:58
-20105.23208795488|93988000.0|2024-04-25 00:08:03
-2009.8080578297377|93979500.0|2024-04-25 00:08:08
-8578.055221557617|93982500.0|2024-04-25 00:08:13
-2399.0125368237495|93983500.0|2024-04-25 00:08:18
-12994.290313914418|93971500.0|2024-04-25 00:08:23
-1940.711557880044|93972500.0|2024-04-25 00:08:28
-8010.087727859616|93975500.0|2024-04-25 00:08:33
-14222.375532120466|93976500.0|2024-04-25 00:08:38
-15031.422718390822|93974000.0|2024-04-25 00:08:43
-2656.186973005533|93975500.0|2024-04-25 00:08:48
10763.903817355633|93959500.0|2024-04-25 00:08:53
4821.385709702969|93973500.0|2024-04-25 00:08:58
-8182.490302652121|93988500.0|2024-04-25 00:09:03
1230.7882506102324|93973500.0|2024-04-25 00:09:08
-2297.1382810622454|93975000.0|2024-04-25 00:09:13
-2225.1247885376215|93974000.0|2024-04-25 00:09:18
-1986.30601413548|93974000.0|2024-04-25 00:09:23
154.57323169708252|93974000.0|2024-04-25 00:09:28
-7959.291997760534|93986000.0|2024-04-25 00:09:33
3194.75004722178|93977000.0|2024-04-25 00:09:38
-64.36190663278103|93976000.0|2024-04-25 00:09:43
278.4761666506529|93976000.0|2024-04-25 00:09:48
6076.539150595665|93965500.0|2024-04-25 00:09:53
2194.642696276307|93975000.0|2024-04-25 00:09:58
-3208.466954484582|93977500.0|2024-04-25 00:10:03
-5133.5966842621565|93983500.0|2024-04-25 00:10:08
-3563.518978238106|93983500.0|2024-04-25 00:10:13
1755.5518376231194|93978000.0|2024-04-25 00:10:18
2882.3219559937716|93981000.0|2024-04-25 00:10:23
-818.142602622509|93998500.0|2024-04-25 00:10:28
16040.705496370792|94025000.0|2024-04-25 00:10:33
2391.451227888465|94028500.0|2024-04-25 00:10:38
-4525.933096989989|94017500.0|2024-04-25 00:10:43
6022.044585034251|94018000.0|2024-04-25 00:10:48
3140.999514386058|94020500.0|2024-04-25 00:10:53
-3855.2507555633783|94030500.0|2024-04-25 00:10:58
2202.058870255947|94030000.0|2024-04-25 00:11:03
-10173.135384008288|94026000.0|2024-04-25 00:11:08
-19414.243008345366|94030000.0|2024-04-25 00:11:12
-14413.470534548163|94029500.0|2024-04-25 00:11:17
-4486.648897454143|94007500.0|2024-04-25 00:11:22
3805.9164492338896|94028500.0|2024-04-25 00:11:27
-2122.4487848728895|94028500.0|2024-04-25 00:11:32
-2185.88248680532|94033500.0|2024-04-25 00:11:37
287.1640280932188|94037500.0|2024-04-25 00:11:42
-2057.6261981725693|94048500.0|2024-04-25 00:11:47
-7519.202059403062|94048000.0|2024-04-25 00:11:52
-849.9571099132299|94038500.0|2024-04-25 00:11:57
-2957.2983101159334|94035000.0|2024-04-25 00:12:02
5028.608491629362|94034500.0|2024-04-25 00:12:07
-6337.4354437589645|94028500.0|2024-04-25 00:12:12
-4210.140345439315|94008000.0|2024-04-25 00:12:17
-5792.017843171954|94018500.0|2024-04-25 00:12:22
-5242.741237640381|94019000.0|2024-04-25 00:12:27
-3404.1764643490314|94018500.0|2024-04-25 00:12:32
6939.386157259345|94023000.0|2024-04-25 00:12:37
4098.049213886261|94025000.0|2024-04-25 00:12:42
1370.2572653889656|94019000.0|2024-04-25 00:12:47
-7013.603332921863|94018500.0|2024-04-25 00:12:52
-2170.8487930595875|94019500.0|2024-04-25 00:12:57
-726.7601925879717|94012500.0|2024-04-25 00:13:02
-5876.0719719827175|94025000.0|2024-04-25 00:13:07
-7101.872882679105|94002000.0|2024-04-25 00:13:12
-4768.564076349139|94016000.0|2024-04-25 00:13:17
-1005.4675247967243|93997000.0|2024-04-25 00:13:22
5628.0876533687115|94017000.0|2024-04-25 00:13:27
4879.025775179267|94016500.0|2024-04-25 00:13:32
3529.6219731867313|94012500.0|2024-04-25 00:13:37
-13131.180387839675|94030000.0|2024-04-25 00:13:42
-6573.751147001982|94026000.0|2024-04-25 00:13:47
-8439.14658755064|94022500.0|2024-04-25 00:13:52
-786.0957210212946|94015000.0|2024-04-25 00:13:57
1270.9400336146355|94007500.0|2024-04-25 00:14:02
718.9782682061195|94007000.0|2024-04-25 00:14:07
753.5512552559376|94005500.0|2024-04-25 00:14:12
-182.73206938803196|94001000.0|2024-04-25 00:14:17
-6348.201258301735|93997000.0|2024-04-25 00:14:22
-9961.013775929809|93993000.0|2024-04-25 00:14:27
867.3265764862299|93970500.0|2024-04-25 00:14:32
-618.8154473006725|93963500.0|2024-04-25 00:14:37
-4414.678387999535|93958000.0|2024-04-25 00:14:42
-2107.286780372262|93952000.0|2024-04-25 00:14:47
-7550.505474478006|93948000.0|2024-04-25 00:14:52
-7359.0701078772545|93937000.0|2024-04-25 00:14:57
296.0040558874607|93922500.0|2024-04-25 00:15:02
-1263.3351109474897|93908000.0|2024-04-25 00:15:07
-1485.281544610858|93904000.0|2024-04-25 00:15:12
-4491.324888393283|93897000.0|2024-04-25 00:15:17
2509.1756787002087|93866000.0|2024-04-25 00:15:22
-9123.190382435918|93851000.0|2024-04-25 00:15:26
-7711.848070502281|93831000.0|2024-04-25 00:15:31
-4367.244804650545|93820000.0|2024-04-25 00:15:36
3347.992200538516|93808000.0|2024-04-25 00:15:41
-161.21810673177242|93815500.0|2024-04-25 00:15:46
370.084551230073|93807500.0|2024-04-25 00:15:51
3356.06087911129|93807500.0|2024-04-25 00:15:56
311.8513388633728|93807000.0|2024-04-25 00:16:01
935.672244310379|93814500.0|2024-04-25 00:16:06
9103.584108710289|93814500.0|2024-04-25 00:16:11
1651.643499404192|93813000.0|2024-04-25 00:16:16
2617.1402133107185|93813000.0|2024-04-25 00:16:21
1387.009327173233|93813000.0|2024-04-25 00:16:26
2482.4153915047646|93813000.0|2024-04-25 00:16:31
-1300.2088959813118|93813500.0|2024-04-25 00:16:36
